Precursor index,classification, rSAM present,rSAM distance <2000,rSAM distance <1000,rSAM distance >5000,ansme evalue,ansme_score,ansme score >40,ansme score >100,sulfatase present,HexxH domain present,precuror retrieved by Wpr RRE,precursor length <70,precursor length <90,precursor length >110,precursor length >200,1 cys,2 cys,3+ cys,>2 cyclophane motifs,Number of cyclophane motifs,Percent Aromatic,Triceptide precursor hmms,precursor no hmm match,rgg/shp,synergy,common transporter,rsam hmm,Inferred gene,fimo motif 1, motif 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,number of motifs present, occurances of 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,rSAM distance,precursor length,core charge,precursor charge,last_third charge,abs(core charge),abs(precursor charge),abs(last third charge),CORE COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,PRECURSOR count A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point,LAST THIRD COUNT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,PERCENT A,R,D,N,C,Q,E,G,H,I,L,K,M,F,P,S,T,W,Y,V,aromatics,neg,pos,charged,aliphatic,hydroxyl,isoelectric point
3824,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3892,108,-1,-7,-1,1,7,1,6,3,4,1,0,0,2,6,0,3,1,2,2,3,0,5,9,2,0,5,0.1111111111111111,0.055555556,0.074074074,0.018518518518518517,0,0,0.037037037037037035,0.1111111111111111,0,0.055555556,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.055555556,0,0.092592593,0.16666666666666666,0.037037037037037035,0,0.092592593,5,6,5,11,23,14,4.930407524108886,10,6,10,2,0,1,8,10,1,6,3,4,3,8,2,7,15,4,0,8,0.092592593,0.055555556,0.092592593,0.018518518518518517,0,0.009259259,0.074074074,0.092592593,0.009259259,0.055555556,0.027777777777777776,0.037037037037037035,0.027777777777777776,0.074074074,0.018518518518518517,0.064814815,0.1388888888888889,0.037037037037037035,0,0.074074074,12,18,10,28,40,22,4.442501640319825,3,3,3,1,0,0,1,3,0,2,1,1,1,2,0,5,4,2,0,4,0.083333333,0.083333333,0.083333333,0.027777777777777776,0,0,0.027777777777777776,0.083333333,0,0.055555556,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.055555556,0,0.1388888888888889,0.1111111111111111,0.055555556,0,0.1111111111111111,4,4,4,8,14,9,5.886325645446777
3825,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,60,4,4,4,4,4,4,3,0,1,1,1,3,0,2,3,0,1,2,0,1,3,6,0,0,0,3,0.1,0,0.033333333,0.033333333,0.033333333,0.1,0,0.066666667,0.1,0,0.033333333,0.066666667,0,0.033333333,0.1,0.2,0,0,0,0.1,1,1,2,3,9,6,8.223538780212404,7,1,3,1,5,4,0,5,3,1,3,3,1,1,5,10,1,0,2,4,0.11666666666666667,0.016666666666666666,0.05,0.016666666666666666,0.083333333,0.066666667,0,0.083333333,0.05,0.016666666666666666,0.05,0.05,0.016666666666666666,0.016666666666666666,0.083333333,0.16666666666666666,0.016666666666666666,0,0.033333333,0.066666667,3,3,4,7,21,11,7.661066246032715,2,0,1,1,0,3,0,1,2,0,1,1,0,0,2,5,0,0,0,1,0.1,0,0.05,0.05,0,0.15,0,0.05,0.1,0,0.05,0.05,0,0,0.1,0.25,0,0,0,0.05,0,1,1,2,5,5,6.923068809509277
3826,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,69,-3,2,-3,3,2,3,2,0,2,4,1,0,3,5,0,0,4,2,0,1,2,1,1,1,1,5,0.057142857,0,0.057142857,0.11428571428571428,0.028571429,0,0.085714286,0.14285714285714285,0,0,0.11428571428571428,0.057142857,0,0.028571429,0.057142857,0.028571429,0.028571429,0.028571429,0.028571429,0.14285714285714285,3,5,2,7,16,2,4.1777456283569325,5,2,4,5,1,0,6,9,3,2,8,7,0,2,3,1,1,1,2,7,0.072463768,0.028985507246376812,0.057971014492753624,0.072463768,0.014492753623188406,0,0.086956522,0.13043478260869565,0.043478260869565216,0.028985507246376812,0.11594202898550725,0.10144927536231885,0,0.028985507246376812,0.043478260869565216,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.028985507246376812,0.10144927536231885,5,10,9,19,31,2,6.308298301696779,0,0,2,3,0,0,2,3,0,0,3,2,0,0,1,1,1,1,0,4,0,0,0.086956522,0.13043478260869565,0,0,0.086956522,0.13043478260869565,0,0,0.13043478260869565,0.086956522,0,0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0.17391304347826086,1,4,2,6,10,2,4.316716957092285
3827,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,107,-4,-6,-4,4,6,4,4,1,6,4,3,3,2,2,0,0,3,3,3,1,6,3,2,4,2,2,0.074074074,0.018518518518518517,0.1111111111111111,0.074074074,0.055555556,0.055555556,0.037037037037037035,0.037037037037037035,0,0,0.055555556,0.055555556,0.055555556,0.018518518518518517,0.1111111111111111,0.055555556,0.037037037037037035,0.074074074,0.037037037037037035,0.037037037037037035,7,8,4,12,14,5,4.189397621154785,12,2,10,7,4,4,6,6,1,3,6,7,5,2,7,8,4,5,2,6,0.11214953271028037,0.018691588785046728,0.093457944,0.065420561,0.037383177570093455,0.037383177570093455,0.056074766355140186,0.056074766355140186,0.009345794,0.028037383177570093,0.056074766355140186,0.065420561,0.046728972,0.018691588785046728,0.065420561,0.074766355,0.037383177570093455,0.046728972,0.018691588785046728,0.056074766355140186,9,16,9,25,38,12,4.441478538513183,3,1,4,4,0,2,1,1,0,0,1,3,2,1,4,2,2,2,1,2,0.083333333,0.027777777777777776,0.1111111111111111,0.1111111111111111,0,0.055555556,0.027777777777777776,0.027777777777777776,0,0,0.027777777777777776,0.083333333,0.055555556,0.027777777777777776,0.1111111111111111,0.055555556,0.055555556,0.055555556,0.027777777777777776,0.055555556,4,5,4,9,9,4,4.781034660339355
3828,0,1,1,1,0,5.7e-155,154.2441251443275,0,1,1,0,0,0,0,0,0,0,1,0,1,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,91,4,7,4,4,7,4,0,4,0,1,1,0,0,2,0,5,8,0,2,6,2,3,4,1,3,4,0,0.086956522,0,0.021739130434782608,0.021739130434782608,0,0,0.043478260869565216,0,0.10869565217391304,0.17391304347826086,0,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.065217391,0.086956522,0.021739130434782608,0.065217391,0.086956522,10,0,4,4,21,7,10.285044288635252,3,5,0,1,2,2,1,5,0,10,13,3,3,9,6,5,8,3,5,7,0.032967033,0.054945054945054944,0,0.010989011,0.021978022,0.021978022,0.010989011,0.054945054945054944,0,0.10989010989010989,0.14285714285714285,0.032967033,0.032967033,0.098901099,0.065934066,0.054945054945054944,0.087912088,0.032967033,0.054945054945054944,0.076923077,17,1,8,9,41,13,10.02620372772217,0,2,0,1,0,0,0,1,0,3,4,0,1,5,2,3,2,1,3,3,0,0.064516129,0,0.032258065,0,0,0,0.032258065,0,0.096774194,0.12903225806451613,0,0.032258065,0.16129032258064516,0.064516129,0.096774194,0.064516129,0.032258065,0.096774194,0.096774194,9,0,2,2,12,5,9.696641349792483
3829,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,277,1,-5,1,1,5,1,9,6,8,6,0,2,6,13,5,10,11,4,2,5,11,6,16,1,4,14,0.064748201,0.043165468,0.057553957,0.043165468,0,0.014388489208633094,0.043165468,0.09352518,0.035971223,0.071942446,0.079136691,0.028776978,0.014388489208633094,0.035971223,0.079136691,0.043165468,0.11510791366906475,0.007194245,0.028776978,0.10071942446043165,10,14,10,24,59,22,5.637996101379394,32,18,19,9,2,7,16,23,6,16,23,6,5,7,16,8,25,3,5,31,0.11552346570397112,0.064981949,0.068592058,0.032490974729241874,0.007220217,0.025270758,0.057761733,0.083032491,0.021660649819494584,0.057761733,0.083032491,0.021660649819494584,0.018050541516245487,0.025270758,0.057761733,0.028880866,0.090252708,0.010830324909747292,0.018050541516245487,0.11191335740072202,15,35,24,59,130,33,4.990543174743652,4,5,7,4,0,2,6,5,2,5,7,2,1,5,9,3,10,1,3,11,0.043478260869565216,0.054347826,0.076086957,0.043478260869565216,0,0.021739130434782608,0.065217391,0.054347826,0.021739130434782608,0.054347826,0.076086957,0.021739130434782608,0.010869565217391304,0.054347826,0.097826087,0.032608696,0.10869565217391304,0.010869565217391304,0.032608696,0.11956521739130435,9,13,7,20,33,13,4.604208565
3830,0,1,0,0,0,5.3e-40,39.27572413039921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
3831,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,287,-7,0,-7,7,0,7,10,12,13,5,4,7,13,10,2,1,12,5,2,7,5,6,11,5,7,7,0.069444444,0.083333333,0.090277778,0.034722222222222224,0.027777777777777776,0.048611111,0.090277778,0.069444444,0.013888888888888888,0.006944444,0.083333333,0.034722222222222224,0.013888888888888888,0.048611111,0.034722222222222224,0.041666666666666664,0.076388889,0.034722222222222224,0.048611111,0.048611111,19,26,17,43,42,17,4.701857948,20,22,20,17,5,9,20,20,8,7,25,10,6,13,17,16,17,7,9,19,0.069686411,0.076655052,0.069686411,0.059233449477351915,0.017421602787456445,0.031358885,0.069686411,0.069686411,0.027874564459930314,0.024390243902439025,0.087108014,0.034843206,0.020905923344947737,0.045296167,0.059233449477351915,0.055749129,0.059233449477351915,0.024390243902439025,0.031358885,0.066202091,29,40,32,72,97,33,5.536822700500487,6,9,12,3,3,4,5,7,0,1,8,3,2,3,5,4,5,5,5,5,0.063157895,0.094736842,0.12631578947368421,0.031578947368421054,0.031578947368421054,0.042105263157894736,0.052631579,0.073684211,0,0.010526315789473684,0.084210526,0.031578947368421054,0.021052631578947368,0.031578947368421054,0.052631579,0.042105263157894736,0.052631579,0.052631579,0.052631579,0.052631579,13,17,12,29,29,9,4.572947120666504
3832,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,926,134,-9,-7,-9,9,7,9,9,6,13,0,0,5,3,6,1,0,5,0,1,0,6,2,8,0,0,2,0.13432835820895522,0.089552239,0.19402985074626866,0,0,0.074626866,0.044776119,0.089552239,0.014925373134328358,0,0.074626866,0,0.014925373134328358,0,0.089552239,0.029850746268656716,0.11940298507462686,0,0,0.029850746268656716,0,16,6,22,23,10,4.0500284194946286,19,12,17,1,0,5,4,10,1,4,7,1,5,0,16,4,16,0,0,12,0.1417910447761194,0.089552239,0.12686567164179105,0.007462687,0,0.037313433,0.029850746268656716,0.074626866,0.007462687,0.029850746268656716,0.052238806,0.007462687,0.037313433,0,0.11940298507462686,0.029850746268656716,0.11940298507462686,0,0,0.089552239,0,21,13,34,57,20,4.442558479309082,7,4,7,0,0,2,2,6,0,0,3,0,0,0,6,2,5,0,0,1,0.15555555555555556,0.088888889,0.15555555555555556,0,0,0.044444444444444446,0.044444444444444446,0.13333333333333333,0,0,0.066666667,0,0,0,0.13333333333333333,0.044444444444444446,0.1111111111111111,0,0,0.022222222222222223,0,9,4,13,17,7,4.081574058532715
3833,0,1,0,0,0,8e-32,31.096910013008056,0,0,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3145,218,5,9,5,5,9,5,19,6,1,3,4,5,2,17,1,2,10,1,2,2,9,8,4,1,3,9,0.1743119266055046,0.055045872,0.009174312,0.027522935779816515,0.036697248,0.045871559633027525,0.018348624,0.1559633027522936,0.009174312,0.018348624,0.091743119,0.009174312,0.018348624,0.018348624,0.082568807,0.073394495,0.036697248,0.009174312,0.027522935779816515,0.082568807,6,3,7,10,59,12,9.204554176330568,48,12,5,4,7,5,8,23,6,9,20,4,6,5,16,19,6,1,3,11,0.22018348623853212,0.055045872,0.022935779816513763,0.018348624,0.032110092,0.022935779816513763,0.036697248,0.10550458715596331,0.027522935779816515,0.041284404,0.091743119,0.018348624,0.027522935779816515,0.022935779816513763,0.073394495,0.087155963,0.027522935779816515,0.004587156,0.013761467889908258,0.050458716,9,13,16,29,117,25,8.541174507141115,10,4,0,3,2,4,2,11,1,2,7,0,2,2,6,6,4,1,2,3,0.1388888888888889,0.055555556,0,0.041666666666666664,0.027777777777777776,0.055555556,0.027777777777777776,0.1527777777777778,0.013888888888888888,0.027777777777777776,0.097222222,0,0.027777777777777776,0.027777777777777776,0.083333333,0.083333333,0.055555556,0.013888888888888888,0.027777777777777776,0.041666666666666664,5,2,4,6,35,10,8.90245533
3834,0,1,0,0,1,3.4e-133,132.46852108295775,0,1,1,0,0,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8762,60,5,3,5,5,3,5,3,5,1,1,0,0,1,2,1,1,4,1,0,2,2,2,2,0,1,1,0.1,0.16666666666666666,0.033333333,0.033333333,0,0,0.033333333,0.066666667,0.033333333,0.033333333,0.13333333333333333,0.033333333,0,0.066666667,0.066666667,0.066666667,0.066666667,0,0.033333333,0.033333333,3,2,6,8,11,4,11.435482597351076,8,6,2,1,0,2,5,3,2,2,8,2,1,3,4,4,3,0,1,3,0.13333333333333333,0.1,0.033333333,0.016666666666666666,0,0.033333333,0.083333333,0.05,0.033333333,0.033333333,0.13333333333333333,0.033333333,0.016666666666666666,0.05,0.066666667,0.066666667,0.05,0,0.016666666666666666,0.05,4,7,8,15,25,7,8.293164634704592,1,2,1,0,0,0,1,1,1,1,3,1,0,2,2,2,2,0,0,0,0.05,0.1,0.05,0,0,0,0.05,0.05,0.05,0.05,0.15,0.05,0,0.1,0.1,0.1,0.1,0,0,0,2,2,3,5,6,4,8.752695274353027
3835,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1422,240,5,5,5,5,5,5,7,3,4,6,5,1,14,6,5,15,9,15,1,4,4,7,1,0,7,6,0.058333333333333334,0.025,0.033333333,0.05,0.041666666666666664,0.008333333,0.11666666666666667,0.05,0.041666666666666664,0.125,0.075,0.125,0.008333333,0.033333333,0.033333333,0.058333333333333334,0.008333333,0,0.058333333333333334,0.05,11,18,18,36,44,8,7.136669731140137,14,9,11,10,10,2,23,16,11,27,19,19,5,9,9,13,7,0,11,15,0.058333333333333334,0.0375,0.045833333,0.041666666666666664,0.041666666666666664,0.008333333,0.095833333,0.066666667,0.045833333,0.1125,0.079166667,0.079166667,0.020833333333333332,0.0375,0.0375,0.054166667,0.029166666666666667,0,0.045833333,0.0625,20,34,28,62,96,20,6.003072929382324,3,2,3,2,4,1,9,4,3,9,7,10,1,4,2,7,1,0,4,4,0.0375,0.025,0.0375,0.025,0.05,0.0125,0.1125,0.05,0.0375,0.1125,0.0875,0.125,0.0125,0.05,0.025,0.0875,0.0125,0,0.05,0.05,8,12,12,24,28,8,6.787450981140137
3836,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
3837,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555,65,-2,-3,-2,2,3,2,1,1,1,3,0,0,5,2,0,0,1,3,0,4,2,2,4,0,2,2,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.090909091,0,0,0.15151515151515152,0.060606061,0,0,0.030303030303030304,0.090909091,0,0.12121212121212122,0.060606061,0.060606061,0.12121212121212122,0,0.060606061,0.060606061,6,6,4,10,6,6,4.850321388244628,5,4,3,4,0,0,8,3,0,2,4,4,2,7,3,3,5,0,3,5,0.076923077,0.061538462,0.046153846153846156,0.061538462,0,0,0.12307692307692308,0.046153846153846156,0,0.030769231,0.061538462,0.061538462,0.030769231,0.1076923076923077,0.046153846153846156,0.046153846153846156,0.076923077,0,0.046153846153846156,0.076923077,10,11,8,19,21,8,4.875387382507324,0,0,1,2,0,0,4,1,0,0,1,2,0,3,2,1,3,0,1,1,0,0,0.045454545454545456,0.090909091,0,0,0.18181818181818182,0.045454545454545456,0,0,0.045454545454545456,0.090909091,0,0.13636363636363635,0.090909091,0.045454545454545456,0.13636363636363635,0,0.045454545454545456,0.045454545454545456,4,5,2,7,3,4,4.434714698791503
3838,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7719,59,-1,-1,-1,1,1,1,0,1,2,1,1,2,2,2,0,3,5,2,0,0,0,1,2,0,2,4,0,0.033333333,0.066666667,0.033333333,0.033333333,0.066666667,0.066666667,0.066666667,0,0.1,0.16666666666666666,0.066666667,0,0,0,0.033333333,0.066666667,0,0.066666667,0.13333333333333333,2,4,3,7,14,3,4.782853507995605,2,1,4,1,1,3,3,2,0,5,8,5,1,4,4,4,4,0,3,4,0.033898305,0.016949153,0.06779661,0.016949153,0.016949153,0.050847458,0.050847458,0.033898305,0,0.084745763,0.13559322033898305,0.084745763,0.016949153,0.06779661,0.06779661,0.06779661,0.06779661,0,0.050847458,0.06779661,7,7,6,13,22,8,5.046302223205566,0,1,1,1,1,1,2,2,0,2,1,2,0,0,0,1,0,0,2,3,0,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0,0.1,0.05,0.1,0,0,0,0.05,0,0,0.1,0.15,2,3,3,6,8,1,6.265839576721191
3839,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525000190734862
3840,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,247,-5,-3,-5,5,3,5,18,8,9,4,3,1,9,13,4,4,13,1,3,1,7,5,8,2,1,10,0.14516129032258066,0.064516129,0.072580645,0.032258065,0.024193548387096774,0.008064516,0.072580645,0.10483870967741936,0.032258065,0.032258065,0.10483870967741936,0.008064516,0.024193548387096774,0.008064516,0.056451612903225805,0.040322581,0.064516129,0.016129032258064516,0.008064516,0.080645161,4,18,9,27,61,13,4.670823860168457,34,14,13,7,3,4,15,26,9,7,22,2,6,5,16,16,15,3,5,25,0.13765182186234817,0.056680162,0.052631579,0.028340081,0.012145748987854251,0.016194331983805668,0.060728745,0.10526315789473684,0.036437247,0.028340081,0.089068826,0.008097166,0.024291497975708502,0.020242914979757085,0.064777328,0.064777328,0.060728745,0.012145748987854251,0.020242914979757085,0.10121457489878542,13,28,16,44,120,31,5.076767921447753,9,6,6,3,2,1,6,8,1,4,10,1,3,1,5,3,6,1,0,6,0.10975609756097561,0.073170732,0.073170732,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.073170732,0.097560976,0.012195121951219513,0.048780488,0.12195121951219512,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.06097561,0.036585365853658534,0.073170732,0.012195121951219513,0,0.073170732,2,12,7,19,40,9,4.5745954513549805
3841,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8068,256,-6,-7,-6,6,7,6,17,7,8,3,3,2,13,14,4,2,17,4,1,6,3,8,4,4,4,4,0.1328125,0.0546875,0.0625,0.0234375,0.0234375,0.015625,0.1015625,0.109375,0.03125,0.015625,0.1328125,0.03125,0.0078125,0.046875,0.0234375,0.0625,0.03125,0.03125,0.03125,0.03125,14,21,11,32,55,12,4.700721168518065,32,17,13,7,5,7,24,27,4,6,30,9,7,10,7,14,10,7,10,10,0.125,0.06640625,0.05078125,0.02734375,0.01953125,0.02734375,0.09375,0.10546875,0.015625,0.0234375,0.1171875,0.03515625,0.02734375,0.0390625,0.02734375,0.0546875,0.0390625,0.02734375,0.0390625,0.0390625,27,37,26,63,112,24,4.943309974670409,13,2,5,1,2,2,11,9,4,1,9,4,0,4,1,5,4,4,2,2,0.15294117647058825,0.023529411764705882,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.023529411764705882,0.12941176470588237,0.10588235294117647,0.047058823529411764,0.011764705882352941,0.10588235294117647,0.047058823529411764,0,0.047058823529411764,0.011764705882352941,0.058823529411764705,0.047058823529411764,0.047058823529411764,0.023529411764705882,0.023529411764705882,10,16,6,22,34,9,4.551461982727051
